"";"V1";"V2"
"1379";0,00742453178101059;0
"1381";0,0074275043784711;0
"1387";0,00742236983593851;0
"1390";0,0074224350744954;0
"1393";0,00743743875366264;0
"1394";0,0117786010249997;0
"1396";0,00742575523566734;0
"1404";0,00742288606362206;0
"1406";0,00741210947701213;0
"1410";0,00742308743423041;0
"1411";0,0175693211928107;0
"1414";0,00744485749087764;0
"1420";0,00742490622463081;0
"1421";0,00742825074042196;0
"1422";0,339166383571519;0
"1429";-0,0613322292746323;0
"1430";0,00743354670323471;0
"1434";0,00742803134606422;0
"1436";0,00742636556927571;0
"1438";0,00959470296174904;0
"1443";0,00695300000737512;0
"1452";0,00742633673949832;0
"1455";0,0413916154457553;0
"1457";0,00742193015641966;0
"1463";0,279750952542681;1
"1464";0,00742676231399041;0
"1468";-0,0613428349653433;0
"1474";0,00742295555278254;0
"1476";0,00742245567649745;0
"1479";0,00742496335387394;0
"1485";0,00742484731259928;0
"1487";0,00742527709327327;0
"1488";0,312874233698699;0
"1496";0,00742344466248239;0
"1498";0,00742399167463902;0
"1499";0,0074277867008689;0
"1505";0,00742340940307472;0
"1510";0,00742464977145273;0
"1512";0,00746848500762372;0
"1514";0,00742575236643327;0
"1520";0,0074222261822665;0
"1522";0,00867328532366085;0
"1523";0,00742301714219144;0
"1525";0,117271725334821;0
"1532";0,00742259751749051;0
"1542";0,00742372609751051;0
"1543";0,00745136481465043;0
"1550";0,00819761857549427;0
"1556";0,00742589779781472;0
"1558";0,00742254062447749;0
"1561";0,0120172891644709;0
"1563";0,00742214988628358;0
"1564";0,32693702706942;0
"1573";0,0293902813653145;0
"1576";0,311571548148791;0
"1582";0,00742658437497139;0
"1583";0,00826897929010141;0
"1588";0,00742204162444891;0
"1590";0,00743775007677265;0
"1592";0,00742707603651836;0
"1593";0,00742391772331023;0
"1595";0,00934383454391236;0
"1600";0,00742318843111149;0
"1606";0,00742729100339599;0
"1610";0,0120440386613661;0
"1612";0,00742466745000113;0
"1614";0,00742563872542638;0
"1616";0,00737462672315323;0
"1627";0,016624700359448;0
"1628";0,00742943022267804;0
"1630";0,0411856027850094;0
"1632";0,007438023242525;0
"1633";0,00743115295802026;0
"1634";0,0331604450448276;0
"1636";0,00742548527038003;0
"1637";-0,0148161362745282;0
"1638";0,0668081242017008;0
"1639";-0,0219022672138731;0
"1641";-0,0219263434534917;0
"1644";0,00742568456065332;0
"1646";0,0231677358247778;0
"1648";-0,010967845020568;1
"1651";0,00742263259706998;0
"1655";-0,055015624641395;0
"1659";0,0074226103756399;0
"1660";-0,0714721165219142;0
"1668";0,00746179743748732;0
"1671";0,0120143820945859;0
"1675";0,273015275330598;1
"1676";-0,00367973570366077;0
"1678";0,00742806495017832;0
"1680";-0,0218859423823599;0
"1681";0,00747934113739042;0
"1686";0,00741714073976505;0
"1687";-0,0219533489754508;0
"1700";-0,020384860495091;0
"1702";-0,0219214663350415;0
"1709";0,00742345034196433;0
"1713";0,0074372034937653;0
"1714";-0,000438102290474328;0
"1716";0,00742305957096139;0
"1719";0,0121023037794677;0
"1721";0,00742339859195966;0
"1722";0,00742501179665049;0
"1726";0,00743094055917758;0
"1728";0,00742603401489637;0
"1730";0,00737463427478897;0
"1733";-0,0190942084262815;0
"1734";-0,0219303770321054;0
"1738";0,00742254476886071;0
"1741";-0,00349719932014715;0
"1751";0,0120713378363912;0
"1757";0,00742599720513812;0
"1766";0,00742371071032476;0
"1768";0,0513684386839088;1
"1771";-0,0219090325558095;0
"1777";0,00742574089664862;0
"1779";0,241073052174438;0
"1782";0,012040805768771;0
"1784";0,00742306503584299;0
"1794";0,00742408683695665;0
"1796";0,280509338351905;1
"1800";-0,0181119157904901;0
"1806";0,0261524004692765;0
"1810";0,0120197375586499;0
"1815";0,00529848276793715;0
"1816";0,132890225991782;0
"1819";0,00721813938309915;0
"1823";0,230947829560243;0
"1824";0,00742822895785913;0
"1836";0,00742436850474208;0
"1841";0,0120199383502692;0
"1845";0,00706936208256626;0
"1854";0,00742594725174138;0
"1855";0,00742866662030105;0
"1856";0,00742353915701431;0
"1857";0,00731353728375804;0
"1863";0,0406066900021998;0
"1869";-0,0188894777517961;0
"1872";0,00905973787545144;0
"1875";0,00742602611685438;0
"1876";0,0074229331638395;0
"1877";0,0167235053280938;0
"1881";0,00743482990054238;0
"1882";-0,0215252035104644;0
"1883";-0,0939009860169571;0
"1886";0,679390977886683;0
"1887";0,00742471521400194;0
"1891";-0,0219167279410835;0
"1893";0,0120165317870464;0
"1894";0,0676043944921826;0
"1895";0,271981253034242;0
"1900";0,336601166242809;0
"1902";-0,00330631720621945;0
"1904";-0,00349679994356279;0
"1907";0,00744236797691902;0
"1909";0,00745088413355509;0
"1911";0,0074246544167456;0
"1912";0,0169775100631597;0
"1915";-0,0219036374856881;0
"1921";0,00742702350574286;0
"1922";0,00742429580124279;0
"1924";-0,0151877195314178;0
"1929";0,00742752835115747;0
"1937";0,00742608416427147;0
"1941";0,00742421815386911;0
"1943";0,0211018998804788;0
"1944";0,0196196838904046;0
"1948";0,00742264597904423;0
"1955";0,0319286725491713;0
"1957";0,00742666213922015;0
"1959";0,0071634106771965;0
"1960";0,00741628933604258;0
"1963";0,0816169224454135;0
"1965";0,0120140899848762;0
"1970";0,00742507993806889;0
"1973";0,0074238828559907;0
"1977";0,00742292712473673;0
"1978";0,00743332331460662;0
"1979";0,00742321430318792;0
"1980";0,0413992041807836;0
"1983";0,00744226612255287;0
"1987";0,346781485404108;0
"1988";0,00743341011012237;0
"1989";0,00742504281374294;0
"1990";0,00683248534599536;0
"1993";0,00736773825523379;0
"1995";0,0120088550742259;0
"1996";0,0074241754823207;0
"1999";0,00742374357392975;0
"2002";0,00742916335425185;0
"2004";-0,0211547717668202;0
"2005";0,00674669672992529;0
"2006";0,0124209875781271;0
"2008";0,00733908765655261;0
"2013";0,00742259063690963;0
"2019";0,00742206948154821;0
"2022";0,00742366551421929;0
"2024";0,00885001077399218;0
"2026";0,0110013857725164;0
"2035";0,0074236935191908;0
"2039";-0,0450289503025323;0
"2043";-0,00268370267471484;0
"2050";0,007424935636251;0
"2054";0,00744465371120888;1
"2055";0,00742339602022156;0
"2057";0,00740822951775108;0
"2058";0,0120145455942815;0
"2059";0,0120251925290772;0
"2061";-0,0211315534088047;0
"2067";0,00742817168039377;0
"2071";0,00742382868935236;0
"2073";0,00742181104682146;0
"2077";-0,0112098512306303;0
"2078";0,0074234024969576;0
"2079";0,0120495099862339;0
"2084";-0,0219594808998648;0
"2087";-0,00680793149842411;0
"2098";0,0119860166280812;0
"2100";-0,00349826525954418;0
"2101";0,00742048330789617;0
"2102";0,0120166964607827;0
"2103";-0,0328835810961363;0
"2110";0,00744337255694821;0
"2117";0,00742882461844265;0
"2120";0,00742367106028839;0
"2121";0,0413803077883382;0
"2122";-0,0215844009295714;0
"2126";0,00743529330912689;0
"2127";-0,0344988727535684;0
"2128";-0,0217085701046272;0
"2130";-0,0219616000594242;0
"2132";0,00452106473944333;0
"2136";0,0924750587910411;0
"2140";-0,0219608973233564;0
"2151";0,00746672718553403;0
"2155";0,0120144009299119;0
"2156";-0,0219473633754957;0
"2157";0,00742541654429434;0
"2173";-0,0951698632325161;0
"2175";-0,0218529605206191;0
"2179";0,00742306879410708;0
"2180";-0,0219385752786434;0
"2184";-0,0906635151957793;0
"2188";-0,0125129887485839;0
"2189";0,0120376941280437;0
"2191";0,325190672457834;0
"2196";0,0120173038699118;0
"2197";0,00687267610357293;0
"2198";-0,0130892173254503;0
"2199";-0,0219617186825623;0
"2201";0,0075380023230037;0
"2206";-0,0142291786761221;0
"2216";0,00742546468685738;0
"2218";0,0899723217978603;0
"2221";0,00735682081723858;0
"2222";0,0116603871274494;0
"2227";0,00742455010839081;0
"2228";-0,021745818277539;0
"2229";0,0120144200714923;0
"2233";0,00742493024378899;0
"2238";-0,0214379190796997;0
"2242";-0,0219367265082533;0
"2244";0,00735588520781039;0
"2245";0,00742233962528897;0
"2253";0,0073608572999236;0
"2257";0,0120305177152236;0
"2258";0,0120146288852691;0
"2259";-0,0219515596594857;0
"2263";0,00742342412049189;0
"2269";0,0600842091775457;0
"2272";0,00742329685564338;0
"2273";0,0413990531690695;0
"2278";0,00742205478927115;0
"2287";-0,0083717669930958;0
"2290";0,00742316417563875;0
"2294";0,00742346208876453;0
"2296";0,00742191011855874;0
"2303";-0,0219529219996336;0
"2306";0,00662919060633965;0
"2314";0,00742557716392629;0
"2317";0,00742297914669075;0
"2325";-0,0219482394906263;0
"2333";-0,0218598448276312;0
"2335";-0,0219566269552089;0
"2336";-0,0328780613826616;0
"2339";0,0111668420486831;0
"2342";0,310991074690503;0
"2343";0,202724250775878;0
"2344";0,12103457791072;0
"2346";-0,0157119287442711;0
"2348";0,343954456217501;1
"2350";0,120904055042894;0
"2352";0,00739751681727523;0
"2359";-0,021960905302646;0
"2360";-0,0224544364271571;0
"2363";-0,0327370849700627;0
"2364";-0,0104482375105635;0
"2367";0,496168722002563;0
"2368";-0,0219545487896555;0
"2377";0,0120241517816875;0
"2384";-0,0060755127065763;0
"2386";0,00741522054641695;0
"2392";0,0200969528583239;0
"2393";-0,021918830128215;0
"2398";-0,0611594752223797;0
"2402";-0,0219596460575216;0
"2408";-0,0564002274530799;0
"2410";-0,0301708057485673;0
"2415";-0,0219631975096474;0
"2416";0,113281553439311;0
"2420";0,0120265505964253;0
"2424";0,0120162002031429;0
"2428";-0,025722496725943;0
"2432";0,00690473526525745;0
"2433";-0,0858057942117887;0
"2435";0,00739429537425933;0
"2437";-0,0172391071079909;0
"2438";0,00742261033325153;0
"2439";-0,0219620839157384;0
"2440";0,0120136314427691;0
"2444";0,0120385758493737;0
"2445";0,00743116602316217;0
"2451";0,0414013594007846;0
"2456";0,0120302801074375;0
"2458";0,00742311681034007;0
"2460";0,103968404311029;0
"2461";0,0074307596846712;0
"2466";0,0120143879422987;0
"2470";-0,0219553915356661;0
"2472";0,347223969783571;0
"2480";0,0120169765704598;0
"2482";0,0323846384588155;0
"2483";0,00742870764757662;0
"2486";0,333115158332202;1
"2503";0,0120146966788981;0
"2506";0,00672375461159273;0
"2507";-0,0219105023172286;0
"2510";-0,00377956058642199;0
"2513";0,105477245652794;0
"2519";0,00742660467869359;0
"2520";0,346793805096848;1
"2525";0,247645180962313;0
"2526";0,0191210259952165;0
"2529";0,00744109708601907;0
"2532";0,312931628618214;0
"2533";0,00742702797003479;0
"2535";-0,0219515401946941;0
"2540";0,0410204949814948;0
"2545";0,00742413153245312;0
"2548";0,0112564867583315;0
"2550";0,0382501098007519;0
"2556";-0,0205764120113196;0
"2557";0,00742474203726638;0
"2567";0,00742624116282019;0
"2569";-0,0219598526187649;0
"2579";0,0120168307931708;0
"2583";-0,0219391972481984;0
"2584";0,00742986151873191;0
"2590";-0,0163071105815392;0
"2593";0,0072096843731294;0
"2595";0,0120188389378147;0
"2598";0,007433860085913;0
"2603";-0,0192213973092397;0
"2608";0,00746414076726973;0
"2609";0,00742758455981186;0
"2611";0,0119265229943736;0
"2622";0,0120204596179952;0
"2627";0,0074186429256603;0
"2629";0,00743572070038521;0
"2630";0,00742238643286618;0
"2631";0,0120131303284472;0
"2632";0,018313338653195;0
"2634";0,0120752509001975;0
"2638";0,00742385795182536;0
"2640";0,0133588329783681;0
"2641";-0,0217561957696934;0
"2650";0,325075152179345;0
"2651";0,314566010561352;1
"2653";0,00743332202396089;0
"2655";0,0120166541355752;0
"2658";-0,0219518662565006;0
"2663";0,00743051588852538;0
"2664";0,0120184246322729;0
"2667";-0,0218904254854845;0
"2673";0,00742707760679041;0
"2675";0,00744245766417699;0
"2676";-0,021962086867183;0
"2677";0,0074355965285539;0
"2685";0,316277261573571;0
"2689";-0,0219629448244352;0
"2690";0,277273542625557;0
"2695";0,00725450479129473;0
"2696";0,00743357160804624;0
"2700";-0,021513127044695;0
"2701";0,0120146091246235;0
"2707";0,012120452234217;0
"2708";0,0120108401663536;0
"2712";0,00739125192970858;0
"2713";0,311852064388829;0
"2714";0,0120229475958002;0
"2723";0,0120142430572137;0
"2725";0,0074251311379218;0
"2729";0,000458480071221059;0
"2732";0,00742245275785373;0
"2733";0,00742484058631686;0
"2742";0,0120179112179436;0
"2746";0,00743033603422318;0
"2748";0,0120203791876743;0
"2752";0,00743894103038122;0
"2753";0,012012238496707;0
"2756";-0,0219628847841456;0
"2757";0,00707678850528976;0
"2765";-0,0218116775993902;0
"2767";-0,00204136721116306;0
"2768";0,346344625795129;1
"2769";0,00742398783463875;0
"2772";0,00742605357405095;0
"2775";-0,0189254228734509;0
"2779";0,0120176744389202;0
"2780";-0,0190842668821918;1
"2785";0,0074282676987034;0
"2788";0,00742590328116059;0
"2795";0,00743535537293998;0
"2796";0,0120242373695024;0
"2798";-0,0218623727272276;0
"2800";0,246594411255674;1
"2802";-0,0219490022174303;0
"2805";0,0120139453916749;0
"2806";0,0076138133114245;0
"2812";0,0120178746266247;0
"2814";0,0120230688636438;0
"2816";0,00743600204602267;0
"2817";0,0137408341249198;0
"2829";0,0120133376289569;0
"2832";0,505191617761521;1
"2834";0,00743223203267694;0
"2835";0,0120925000722052;0
"2842";0,0138811112351771;0
"2844";-0,0589178848813636;0
"2847";0,0411567196614864;0
"2851";0,00346391316533561;0
"2867";0,00741289361220777;0
"2871";0,123590371111211;1
"2874";0,00742845566827398;0
"2876";0,0413925238502858;0
"2883";0,337595862234932;1
"2885";-0,0204424298114396;0
"2887";0,0414047433340229;0
"2888";0,117338514149792;0
"2891";0,00742257887760849;0
"2894";0,00637455066723054;0
"2898";0,337766551609387;1
"2901";0,00866631883926196;0
"2903";0,00743089317200939;0
"2905";0,0414031775495946;0
"2913";-0,0219627545876582;0
"2915";0,0120238707776878;0
"2918";0,00742903513864311;0
"2921";-0,0219576003735651;0
"2922";-0,0219435759186744;0
"2925";0,00745475790137638;0
"2927";0,0120490661871726;0
"2928";0,0139998859957947;0
"2929";0,015852400957824;0
"2934";0,00716260281826579;0
"2935";-0,0219421769015059;0
"2937";0,00742750472332469;0
"2939";0,0120167741854852;0
"2940";-0,017587757942663;0
"2943";0,00745010308008763;0
"2946";-0,0186498178191201;0
"2950";0,305887843818278;0
"2958";0,0413957327456972;0
"2960";0,00742744623675988;0
"2961";-0,0610986834351543;0
"2970";0,0170030988019376;0
"2971";0,0120243579652844;0
"2976";-0,0219543121675061;0
"2982";0,172025868733965;0
"2984";0,041333358723937;0
"2985";-0,0215265190923951;0
"2993";0,0120146085408538;0
"2994";0,00742492153645895;0
"3003";0,012029347208104;0
"3008";-0,021952522211787;0
"3010";-0,0217015278174553;0
"3014";0,00743511320378628;0
"3019";0,0114335022353053;0
"3020";0,330989867097729;0
"3023";-0,0144737664620093;0
"3024";0,00742356396273751;0
"3025";0,085866567699655;0
"3026";0,00742325161206645;0
"3027";0,0120883188621832;0
"3028";0,354327330417981;0
"3030";0,012078157710337;0
"3033";-0,0184897987803673;0
"3036";0,00740706229134478;0
"3038";0,00731419895122372;0
"3039";0,0120245101961034;0
"3056";0,00742637100550683;0
"3065";-0,0219489287557879;0
"3070";-0,0193488115167179;0
"3072";0,0120181008986534;0
"3074";0,0414055464150392;0
"3080";0,00744726058919444;0
"3083";-0,0216134230117299;0
"3084";-0,0166521488300086;0
"3087";-0,00557925724852499;0
"3090";0,346480346481964;0
"3093";0,00745619382516359;0
"3094";0,00742413755627182;0
"3095";0,122204570159441;0
"3096";0,00742773304856136;0
"3097";-0,0217661448425862;0
"3108";0,00653878159535868;0
"3111";-0,0154101683696318;0
"3114";0,0120120176016901;0
"3116";0,0387321650147517;0
"3124";-0,0218473477719019;0
"3130";0,0120199470235048;0
"3131";-0,0368117567499739;0
"3133";0,00743242788459874;0
"3135";0,0352643104421052;0
"3136";0,627243173481341;0
"3142";0,05186623921942;0
"3147";0,0120317413266659;0
